Shift,Incident,Machine,Area / Cause,Reason / Fault,Time (minutes),Comments,Line No,status,Year,Month,Day,Hour,DayOfWeek,IsWeekend,Lag1_Time,Lag2_Time,Failure,time_between_failure,time_between_failure_minutes
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,12,21,9,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,8,25,22,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,6,26,22,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,12,24,2,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,3,5,23,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,4,16,4,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,2,18,9,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,3,7,17,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,10,29,23,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,12,8,7,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,30,1,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,1,13,0,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,9,18,22,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,8,1,19,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,5,2,8,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,7,8,9,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,2,4,1,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,4,29,3,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,1,27,3,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,6,6,15,1,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,4,0,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,11,1,8,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,8,20,10,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,8,5,17,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,10,2,8,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,1,9,2,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,9,8,13,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,5,23,7,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,12,26,7,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,9,6,19,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,8,25,1,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,11,24,8,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,6,30,14,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,9,17,13,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,6,23,14,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2024,2,21,9,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,12,10,6,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,11,16,7,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,12,4,13,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,4,2,13,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,6,27,14,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,10,25,17,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,9,29,14,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,7,13,15,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2024,1,22,20,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,7,18,15,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,2,4,16,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,11,7,4,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,4,18,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,8,22,2,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,6,6,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,12,14,16,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,8,2,10,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,9,11,2,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,2,23,16,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,1,23,18,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,3,8,15,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,4,15,23,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,5,8,16,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,1,2,21,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,10,7,17,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,5,21,7,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,5,5,11,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,7,27,0,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,6,19,19,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,6,25,2,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,12,26,1,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,8,21,5,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,8,25,12,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,7,24,16,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,6,3,20,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,1,11,1,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,11,15,13,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,1,8,18,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,11,24,11,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,9,10,19,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,7,4,5,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,4,9,6,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,5,20,20,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,12,3,17,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,1,5,5,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,11,21,17,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,9,26,16,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,11,26,21,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,1,10,10,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,6,11,21,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,11,15,22,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,5,11,17,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,5,1,11,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,5,29,1,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,5,13,17,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,10,8,12,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,11,5,9,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,4,11,2,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,8,29,15,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,9,21,10,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,9,14,18,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,11,8,8,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,8,19,8,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,2,1,0,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,5,26,5,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,11,4,17,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2024,1,16,13,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,3,21,12,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,10,17,19,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,6,10,21,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,1,18,18,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,9,23,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,11,22,2,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,7,10,8,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,10,19,18,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,3,19,4,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,9,26,2,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,11,11,2,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,4,1,13,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,6,4,4,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,10,26,2,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,12,2,12,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,4,17,17,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,1,4,4,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,8,10,4,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,11,21,18,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,5,23,20,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,12,12,6,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,1,17,23,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,10,11,9,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,8,12,21,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,8,14,0,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,12,22,7,3,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,20,16,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,2,15,22,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,3,21,6,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,12,20,1,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,9,15,22,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,1,31,18,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,6,9,7,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,5,20,5,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,9,12,7,1,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,12,7,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,21,13,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,7,19,4,2,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,2,5,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,2,27,15,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2024,1,1,2,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,1,20,23,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,9,23,13,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,3,18,9,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,10,7,8,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,10,25,20,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,28,7,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,8,4,6,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,7,17,10,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,8,4,2,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,12,3,7,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,3,5,16,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,5,5,12,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,3,14,9,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,5,3,20,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,11,4,11,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,10,27,21,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,1,16,12,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,19,3,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,7,24,5,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,7,8,5,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,5,30,20,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,4,28,21,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,6,4,8,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,4,30,16,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,11,17,13,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,2,18,9,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,9,3,5,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,5,3,13,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,8,18,22,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,10,3,18,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,2,10,10,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,8,13,4,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,1,4,2,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,8,14,0,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,1,31,23,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,9,14,10,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,6,15,11,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,5,9,19,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,11,24,4,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,10,22,10,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,7,26,21,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,12,29,23,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2024,2,21,21,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,1,13,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,8,15,8,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,10,27,2,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2024,3,12,22,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,10,8,14,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,8,6,7,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,11,18,23,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,5,8,1,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,5,2,20,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,3,21,16,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,5,7,7,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,4,2,10,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,4,19,10,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,7,7,6,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,8,14,14,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,3,20,22,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,2,2,10,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,7,5,3,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,6,17,8,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,22,5,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,12,3,3,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,6,25,23,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,7,23,20,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,9,5,6,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,9,8,3,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,8,19,6,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,7,10,10,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,10,19,11,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,4,28,9,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,12,8,5,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,4,17,14,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,2,1,23,1,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,10,17,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,5,12,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,11,20,4,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,6,12,19,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,8,12,19,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,9,22,3,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,10,21,5,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,10,29,12,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,4,22,4,5,True,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,12,13,0,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,28,15,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,12,27,3,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,10,19,12,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,10,17,5,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,3,16,22,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,3,3,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,18,13,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,12,28,17,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,11,14,12,0,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,4,25,20,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,8,6,4,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,2,1,17,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,1,29,21,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,7,7,11,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,12,16,15,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,2,3,4,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,2,19,23,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,6,13,17,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,9,3,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,11,24,7,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,7,28,8,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,6,1,15,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,5,10,13,1,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,19,4,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,12,8,14,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,4,26,22,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,6,26,21,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,3,4,18,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,12,3,23,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,4,17,8,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,8,22,19,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,5,29,4,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,12,18,0,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,2,22,11,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,2,20,10,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,9,21,8,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,6,21,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,11,1,18,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,8,7,22,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,2,15,14,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,2,7,6,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,8,15,10,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,6,6,2,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2024,1,16,11,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,10,5,13,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,4,19,9,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,12,31,15,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,12,16,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,4,4,18,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,9,23,22,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,8,7,3,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,11,28,2,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,4,23,16,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2024,1,15,4,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,5,22,11,0,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,4,23,18,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,2,10,0,3,False,,,0,,
